Ticket ID,Department,Issue Type,Support Staff Experience Level,Experience Years,Urgency Level,Time to Complete Repair (hrs),Success Rate (%),Resolution Time (hrs),Ticket Status
IT-1610,Finance,Network Issue,Junior,1.0,High,4.08,21.08,1,Resolved
IT-1611,HR,Asset Deployment,Senior,10.7,Medium,0.71,73.49,4,Resolved
IT-1612,Sales,Asset Deployment,Mid-Level,4.1,Medium,0.99,67.88,6,Resolved
IT-1613,Finance,Network Issue,Junior,1.0,Low,3.48,38.73,9,Resolved
IT-1614,Engineering,Hardware Repair,Junior,1.1,Low,2.57,49.36,15,Escalated
IT-1615,HR,Cybersecurity,Senior,11.7,High,1.49,78.69,3,Resolved
IT-1616,Sales,Cybersecurity,Junior,1.9,High,4.2,21.91,2,Resolved
IT-1617,Finance,Cybersecurity,Senior,7.3,High,3.14,43.98,1,Escalated
IT-1618,Sales,Hardware Repair,Senior,7.2,Low,1.59,70.14,12,Resolved
IT-1619,Sales,Asset Deployment,Junior,0.2,Medium,1.73,50.36,4,Resolved
IT-1620,HR,Network Issue,Mid-Level,5.3,Medium,3.59,37.98,6,Resolved
IT-1621,Finance,Asset Deployment,Mid-Level,5.6,Medium,0.69,75.41,6,Resolved
IT-1622,HR,Asset Deployment,Mid-Level,3.1,High,1.46,56.5,3,Resolved
IT-1623,HR,Hardware Repair,Senior,7.3,Medium,1.69,69.19,4,Resolved
IT-1624,Engineering,Hardware Repair,Senior,12.0,Medium,0.8,77.86,7,Escalated
IT-1625,Sales,Asset Deployment,Senior,9.9,Medium,0.5,80.58,6,Resolved
IT-1626,Sales,Hardware Repair,Mid-Level,4.5,Medium,1.18,60.44,6,Resolved
IT-1627,Marketing,Hardware Repair,Senior,8.0,High,0.87,70.19,3,Resolved
IT-1628,Marketing,Network Issue,Mid-Level,5.3,Medium,1.78,63.2,4,Resolved
IT-1629,Finance,Network Issue,Junior,1.0,Medium,3.65,29.85,4,Escalated
IT-1630,Engineering,Software Troubleshooting,Senior,9.6,Medium,0.5,80.84,6,Resolved
IT-1631,Finance,Asset Deployment,Senior,7.6,High,0.5,77.73,1,Resolved
IT-1632,Engineering,Software Troubleshooting,Junior,0.5,Medium,1.26,62.49,6,Escalated
IT-1633,Engineering,Asset Deployment,Mid-Level,4.8,Medium,0.87,75.86,4,Resolved
IT-1634,HR,Cybersecurity,Senior,7.8,High,2.66,50.9,1,Resolved
IT-1635,Marketing,Software Troubleshooting,Junior,0.9,High,1.52,55.78,2,Escalated
IT-1636,Finance,Cybersecurity,Junior,1.2,Medium,3.81,41.3,4,Escalated
IT-1637,Engineering,Software Troubleshooting,Junior,0.0,Medium,3.15,31.1,4,Resolved
IT-1638,HR,Hardware Repair,Mid-Level,5.2,Medium,1.76,59.49,5,Escalated
IT-1639,Engineering,Asset Deployment,Mid-Level,3.8,Low,0.88,66.58,12,Resolved
IT-1640,Sales,Cybersecurity,Mid-Level,5.3,High,2.84,53.0,3,Escalated
IT-1641,Finance,Software Troubleshooting,Mid-Level,3.3,Low,0.79,61.42,14,Escalated
IT-1642,Engineering,Hardware Repair,Senior,9.0,Medium,1.39,66.99,7,Escalated
IT-1643,Engineering,Network Issue,Junior,0.7,Medium,3.63,32.61,6,Escalated
IT-1644,Engineering,Cybersecurity,Mid-Level,3.8,Low,4.03,36.89,11,Escalated
IT-1645,Marketing,Cybersecurity,Mid-Level,5.5,High,2.41,46.87,3,Escalated
IT-1646,HR,Cybersecurity,Senior,7.4,High,2.35,69.0,1,Escalated
IT-1647,Marketing,Network Issue,Senior,10.8,Low,1.34,71.81,8,Resolved
IT-1648,Engineering,Hardware Repair,Senior,10.3,Medium,0.56,77.62,6,Resolved
IT-1649,Marketing,Hardware Repair,Mid-Level,4.3,High,2.26,49.47,3,Escalated
IT-1650,Sales,Software Troubleshooting,Senior,8.6,Medium,1.37,74.99,6,Resolved
IT-1651,Engineering,Network Issue,Junior,0.1,Low,3.87,44.37,10,Escalated
IT-1652,Finance,Network Issue,Senior,9.7,Medium,1.71,64.81,4,Escalated
IT-1653,Engineering,Network Issue,Mid-Level,5.9,Medium,2.04,47.45,6,Escalated
IT-1654,Sales,Cybersecurity,Junior,1.5,Medium,4.39,23.96,6,Escalated
IT-1655,Marketing,Network Issue,Mid-Level,5.6,Medium,2.89,45.24,4,Escalated
IT-1656,Finance,Network Issue,Senior,9.0,Medium,1.81,67.1,4,Resolved
IT-1657,Marketing,Network Issue,Senior,9.2,Medium,1.55,75.07,5,Resolved
IT-1658,Finance,Hardware Repair,Senior,9.4,Medium,1.66,68.36,4,Escalated
IT-1659,Marketing,Network Issue,Senior,11.5,High,1.15,80.91,2,Escalated
IT-1660,HR,Hardware Repair,Junior,1.3,Low,2.32,56.78,15,Resolved
IT-1661,Sales,Cybersecurity,Junior,0.1,High,4.78,10.85,1,Escalated
IT-1662,HR,Hardware Repair,Junior,0.6,Medium,3.16,42.91,5,Escalated
IT-1663,Engineering,Network Issue,Mid-Level,4.3,Medium,2.87,43.26,6,Escalated
IT-1664,Sales,Hardware Repair,Senior,8.2,High,1.5,68.01,2,Resolved
IT-1665,HR,Cybersecurity,Mid-Level,3.1,High,4.59,22.44,1,Escalated
IT-1666,Engineering,Cybersecurity,Junior,1.8,High,4.75,26.36,2,Escalated
IT-1667,Sales,Software Troubleshooting,Senior,9.4,Low,0.87,69.71,12,Escalated
IT-1668,Engineering,Cybersecurity,Mid-Level,4.0,High,4.0,29.9,3,Escalated
IT-1669,Engineering,Software Troubleshooting,Junior,0.5,High,2.05,41.65,3,Escalated
IT-1670,Finance,Software Troubleshooting,Mid-Level,5.9,Medium,1.52,68.61,6,Resolved
IT-1671,Sales,Cybersecurity,Senior,8.5,High,1.65,60.16,2,Escalated
IT-1672,Finance,Network Issue,Mid-Level,3.9,Medium,2.91,40.95,4,Resolved
IT-1673,Marketing,Software Troubleshooting,Senior,9.6,High,0.64,80.02,3,Escalated
IT-1674,Engineering,Cybersecurity,Junior,1.5,Medium,5.57,10.48,4,Escalated
IT-1675,Finance,Software Troubleshooting,Junior,1.6,High,2.18,55.19,1,Escalated
IT-1676,Marketing,Software Troubleshooting,Senior,8.1,Low,0.58,74.16,11,Resolved
IT-1677,Marketing,Hardware Repair,Senior,9.0,Low,1.0,77.35,13,Resolved
IT-1678,Engineering,Network Issue,Senior,10.8,Medium,1.84,76.52,6,Escalated
IT-1679,Finance,Asset Deployment,Senior,10.1,Medium,0.5,76.29,5,Escalated
IT-1680,Engineering,Network Issue,Junior,1.4,Medium,2.84,45.51,6,Resolved
IT-1681,HR,Network Issue,Senior,10.2,Medium,2.08,70.34,7,Resolved
IT-1682,HR,Hardware Repair,Junior,0.9,Medium,1.67,52.21,6,Resolved
IT-1683,HR,Software Troubleshooting,Mid-Level,3.1,High,1.03,69.57,1,Resolved
IT-1684,Finance,Network Issue,Senior,8.0,Medium,1.15,72.94,4,Resolved
IT-1685,Sales,Network Issue,Mid-Level,3.7,High,2.74,51.37,2,Resolved
IT-1686,Sales,Software Troubleshooting,Senior,10.7,Medium,1.08,77.64,4,Escalated
IT-1687,Finance,Hardware Repair,Mid-Level,3.9,Low,1.57,64.52,11,Escalated
IT-1688,Marketing,Cybersecurity,Senior,10.7,High,1.91,68.04,3,Resolved
IT-1689,Marketing,Cybersecurity,Senior,11.4,Medium,1.19,72.73,7,Resolved
IT-1690,Finance,Software Troubleshooting,Mid-Level,4.5,Medium,1.75,58.74,7,Resolved
IT-1691,Finance,Cybersecurity,Mid-Level,5.2,Low,3.52,49.24,14,Escalated
IT-1692,Sales,Network Issue,Junior,1.1,High,3.52,32.91,2,Escalated
IT-1693,Sales,Asset Deployment,Junior,1.2,High,2.43,43.99,2,Resolved
IT-1694,HR,Cybersecurity,Senior,10.7,Low,0.68,81.25,10,Resolved
IT-1695,Finance,Hardware Repair,Senior,11.0,Medium,1.93,72.44,4,Resolved
IT-1696,HR,Network Issue,Junior,0.1,Medium,3.96,30.05,5,Escalated
IT-1697,HR,Network Issue,Senior,7.8,Medium,2.26,68.04,7,Resolved
IT-1698,HR,Network Issue,Senior,8.5,Medium,1.75,70.33,5,Escalated
IT-1699,Engineering,Hardware Repair,Mid-Level,4.8,Medium,1.53,59.81,5,Escalated
IT-1700,HR,Asset Deployment,Mid-Level,3.3,High,1.44,61.8,3,Escalated
IT-1701,HR,Network Issue,Senior,9.7,High,0.83,79.64,1,Escalated
IT-1702,Sales,Hardware Repair,Senior,10.5,Medium,0.97,79.0,5,Escalated
IT-1703,HR,Asset Deployment,Senior,9.6,Medium,0.5,82.82,4,Resolved
IT-1704,HR,Software Troubleshooting,Senior,7.9,Low,1.46,75.09,10,Escalated
IT-1705,Sales,Asset Deployment,Mid-Level,5.3,Medium,0.5,75.73,4,Resolved
IT-1706,Sales,Hardware Repair,Junior,0.8,Medium,2.5,44.25,7,Resolved
IT-1707,Finance,Hardware Repair,Senior,7.4,Medium,2.48,53.66,5,Resolved
IT-1708,Sales,Network Issue,Senior,7.3,High,1.93,65.24,2,Resolved
IT-1709,HR,Asset Deployment,Mid-Level,4.4,High,1.36,61.21,1,Resolved
IT-1710,Sales,Hardware Repair,Mid-Level,4.0,High,1.61,65.24,1,Resolved
IT-1711,Sales,Network Issue,Senior,9.1,High,1.33,73.7,2,Resolved
IT-1712,Engineering,Cybersecurity,Junior,2.0,High,5.06,16.84,2,Escalated
IT-1713,Marketing,Network Issue,Mid-Level,4.6,Medium,2.66,46.85,5,Escalated
IT-1714,Finance,Hardware Repair,Junior,0.7,Medium,2.52,44.38,6,Escalated
IT-1715,Marketing,Cybersecurity,Mid-Level,5.6,High,3.49,54.69,1,Resolved
IT-1716,Marketing,Software Troubleshooting,Mid-Level,4.4,High,2.22,52.35,1,Resolved
IT-1717,Sales,Software Troubleshooting,Mid-Level,3.3,High,1.65,51.0,2,Resolved
IT-1718,Engineering,Network Issue,Mid-Level,5.6,High,2.86,61.95,3,Resolved
IT-1719,HR,Network Issue,Senior,11.3,Medium,1.52,72.02,7,Escalated
IT-1720,Sales,Hardware Repair,Mid-Level,4.2,Low,2.32,60.32,12,Resolved
IT-1721,HR,Cybersecurity,Junior,1.7,High,5.46,11.34,3,Resolved
IT-1722,Engineering,Cybersecurity,Junior,1.5,Medium,3.73,34.48,6,Escalated
IT-1723,HR,Hardware Repair,Junior,0.5,High,3.48,31.59,3,Escalated
IT-1724,Engineering,Cybersecurity,Senior,9.1,High,1.78,65.84,2,Escalated
IT-1725,Marketing,Software Troubleshooting,Junior,0.2,Medium,2.4,46.73,4,Escalated
IT-1726,Engineering,Asset Deployment,Senior,10.8,Medium,0.5,85.09,5,Resolved
IT-1727,Engineering,Software Troubleshooting,Junior,0.4,Low,2.28,51.15,14,Escalated
IT-1728,Marketing,Asset Deployment,Mid-Level,3.2,Medium,0.5,66.44,5,Escalated
IT-1729,Marketing,Network Issue,Mid-Level,5.9,Medium,3.03,47.07,4,Escalated
IT-1730,Finance,Hardware Repair,Mid-Level,4.6,Medium,1.44,67.64,4,Resolved
IT-1731,Sales,Cybersecurity,Junior,1.5,High,4.38,14.87,2,Escalated
IT-1732,HR,Asset Deployment,Mid-Level,5.6,High,1.84,63.08,2,Resolved
IT-1733,Finance,Hardware Repair,Mid-Level,5.1,High,2.05,42.85,3,Escalated
IT-1734,Marketing,Asset Deployment,Senior,10.8,Low,0.5,73.69,9,Resolved
IT-1735,Marketing,Network Issue,Senior,11.0,Medium,1.0,83.86,7,Resolved
IT-1736,Finance,Hardware Repair,Mid-Level,3.2,High,2.33,55.34,3,Escalated
IT-1737,HR,Network Issue,Senior,11.4,High,0.69,79.17,3,Resolved
IT-1738,Engineering,Cybersecurity,Mid-Level,3.9,High,4.27,29.04,2,Escalated
IT-1739,Finance,Cybersecurity,Junior,1.4,High,5.1,14.02,2,Resolved
IT-1740,Sales,Asset Deployment,Junior,0.9,Medium,1.02,54.91,7,Escalated
IT-1741,Engineering,Asset Deployment,Mid-Level,3.8,Medium,1.07,60.09,6,Resolved
IT-1742,Finance,Cybersecurity,Senior,9.8,High,1.86,61.41,3,Resolved
IT-1743,Marketing,Asset Deployment,Mid-Level,4.2,Low,1.63,54.5,11,Resolved
IT-1744,Sales,Asset Deployment,Junior,0.6,High,0.62,67.2,1,Resolved
IT-1745,HR,Hardware Repair,Mid-Level,4.7,High,2.31,38.15,1,Escalated
IT-1746,Engineering,Network Issue,Senior,10.6,Medium,0.5,79.42,4,Escalated
IT-1747,Engineering,Software Troubleshooting,Junior,1.9,High,1.77,56.49,3,Resolved
IT-1748,Sales,Asset Deployment,Mid-Level,5.2,Low,1.19,66.32,14,Resolved
IT-1749,Sales,Hardware Repair,Junior,0.3,High,4.2,24.1,3,Resolved
IT-1750,Finance,Software Troubleshooting,Senior,7.5,Low,0.58,79.21,14,Resolved
IT-1751,Engineering,Cybersecurity,Senior,8.7,High,2.82,51.74,1,Escalated
IT-1752,Marketing,Software Troubleshooting,Senior,8.7,Medium,0.5,82.46,6,Resolved
IT-1753,Sales,Software Troubleshooting,Mid-Level,4.9,Low,0.5,76.62,9,Resolved
IT-1754,Sales,Network Issue,Junior,1.7,Low,3.39,34.4,11,Resolved
IT-1755,Marketing,Asset Deployment,Senior,9.3,High,1.07,72.3,3,Resolved
IT-1756,Engineering,Asset Deployment,Mid-Level,4.5,Medium,1.49,65.08,6,Resolved
IT-1757,Sales,Asset Deployment,Senior,8.4,Medium,0.59,75.48,6,Escalated
IT-1758,Marketing,Asset Deployment,Mid-Level,5.1,Medium,1.75,61.38,4,Resolved
IT-1759,Marketing,Hardware Repair,Mid-Level,3.0,Medium,2.22,58.0,5,Resolved
IT-1760,Engineering,Hardware Repair,Mid-Level,5.2,High,2.21,52.21,2,Resolved
IT-1761,Sales,Network Issue,Senior,11.7,High,0.5,85.76,1,Resolved
IT-1762,Finance,Asset Deployment,Mid-Level,4.6,High,0.85,64.91,2,Escalated
IT-1763,Engineering,Asset Deployment,Senior,7.0,Low,0.5,77.31,10,Resolved
IT-1764,HR,Hardware Repair,Senior,8.5,High,0.86,81.51,1,Escalated
IT-1765,Marketing,Software Troubleshooting,Senior,11.2,Medium,1.2,71.44,4,Escalated
IT-1766,Sales,Cybersecurity,Junior,1.6,Medium,4.16,28.45,6,Escalated
IT-1767,HR,Hardware Repair,Senior,8.5,Medium,2.15,60.66,4,Resolved
IT-1768,Finance,Software Troubleshooting,Junior,1.1,Medium,0.65,74.33,7,Resolved
IT-1769,Marketing,Network Issue,Mid-Level,4.4,Low,3.26,38.97,11,Escalated
IT-1770,HR,Cybersecurity,Senior,7.3,High,2.54,46.32,1,Escalated
IT-1771,HR,Cybersecurity,Senior,7.3,High,3.54,33.54,1,Escalated
IT-1772,Sales,Cybersecurity,Senior,7.5,Medium,2.82,57.21,6,Resolved
IT-1773,Finance,Software Troubleshooting,Senior,9.5,Low,0.5,85.74,9,Resolved
IT-1774,HR,Asset Deployment,Mid-Level,3.2,Medium,0.5,67.6,6,Escalated
IT-1775,Marketing,Asset Deployment,Mid-Level,3.7,Medium,1.23,59.4,5,Resolved
IT-1776,Engineering,Software Troubleshooting,Mid-Level,3.3,Low,2.0,59.31,13,Resolved
IT-1777,Sales,Network Issue,Senior,7.2,High,1.78,60.4,2,Escalated
IT-1778,Engineering,Network Issue,Senior,11.8,Medium,1.08,63.64,5,Resolved
IT-1779,Marketing,Software Troubleshooting,Junior,0.9,Medium,2.61,44.49,4,Escalated
IT-1780,Engineering,Asset Deployment,Mid-Level,5.2,Medium,1.22,71.83,6,Resolved
IT-1781,HR,Network Issue,Mid-Level,5.3,High,2.85,54.96,2,Escalated
IT-1782,HR,Cybersecurity,Mid-Level,4.4,High,3.48,35.88,1,Resolved
IT-1783,Marketing,Network Issue,Senior,9.0,Low,1.5,74.18,12,Resolved
IT-1784,Engineering,Network Issue,Junior,1.4,High,4.25,30.31,1,Escalated
IT-1785,Sales,Asset Deployment,Mid-Level,3.1,Low,1.69,61.28,12,Escalated
IT-1786,Marketing,Network Issue,Junior,1.5,High,4.99,17.81,1,Resolved
IT-1787,Engineering,Hardware Repair,Mid-Level,4.7,Medium,1.95,64.23,6,Escalated
IT-1788,Finance,Network Issue,Mid-Level,4.7,High,2.5,47.85,2,Escalated
IT-1789,Engineering,Cybersecurity,Junior,0.2,High,4.44,21.82,1,Escalated
IT-1790,HR,Asset Deployment,Mid-Level,4.8,Medium,1.39,71.09,4,Escalated
IT-1791,Sales,Network Issue,Junior,1.4,Medium,4.12,25.65,4,Escalated
IT-1792,Finance,Asset Deployment,Senior,10.1,Medium,0.65,86.75,5,Resolved
IT-1793,Sales,Software Troubleshooting,Junior,1.6,Low,1.77,67.04,8,Resolved
IT-1794,Finance,Asset Deployment,Junior,0.1,High,1.82,53.6,1,Resolved
IT-1795,HR,Hardware Repair,Junior,0.3,Low,2.94,52.15,10,Resolved
IT-1796,Marketing,Network Issue,Senior,7.8,Medium,2.35,67.89,7,Escalated
IT-1797,Marketing,Hardware Repair,Senior,7.8,High,1.36,74.3,1,Resolved
IT-1798,HR,Hardware Repair,Senior,10.3,Low,0.92,81.33,11,Resolved
IT-1799,HR,Cybersecurity,Senior,8.5,Medium,2.08,58.8,5,Resolved
IT-1800,Marketing,Cybersecurity,Senior,8.0,High,3.01,43.92,1,Resolved
IT-1801,HR,Network Issue,Mid-Level,3.1,High,3.38,24.12,3,Resolved
IT-1802,Engineering,Hardware Repair,Junior,1.4,High,3.09,35.16,3,Escalated
IT-1803,Sales,Software Troubleshooting,Senior,9.2,High,0.5,79.55,1,Escalated
IT-1804,Finance,Software Troubleshooting,Mid-Level,5.8,Medium,1.29,66.19,7,Escalated
IT-1805,HR,Hardware Repair,Mid-Level,3.8,Medium,1.57,55.18,4,Resolved
IT-1806,Marketing,Software Troubleshooting,Senior,7.7,Medium,0.7,79.11,5,Resolved
IT-1807,Engineering,Hardware Repair,Junior,0.1,High,3.39,33.67,1,Resolved
IT-1808,Engineering,Asset Deployment,Senior,9.1,High,0.5,83.45,2,Resolved
IT-1809,Finance,Network Issue,Mid-Level,5.9,High,2.13,54.91,3,Resolved
IT-1810,Marketing,Asset Deployment,Senior,7.5,Medium,0.5,68.44,4,Escalated
IT-1811,Marketing,Software Troubleshooting,Senior,11.1,High,0.5,82.14,3,Escalated
IT-1812,Marketing,Network Issue,Junior,1.0,Medium,3.64,41.23,6,Escalated
IT-1813,Finance,Network Issue,Junior,1.0,High,3.85,24.23,3,Escalated
IT-1814,Marketing,Network Issue,Senior,9.2,Low,1.76,76.04,9,Resolved
IT-1815,HR,Hardware Repair,Senior,11.6,High,0.87,74.57,2,Resolved
IT-1816,Engineering,Network Issue,Senior,8.7,Low,1.89,61.88,10,Escalated
IT-1817,HR,Software Troubleshooting,Senior,11.3,High,1.21,72.96,3,Resolved
IT-1818,Marketing,Cybersecurity,Senior,9.2,Medium,1.22,73.73,4,Escalated
IT-1819,Engineering,Hardware Repair,Mid-Level,3.8,High,2.22,52.75,1,Resolved
IT-1820,Finance,Software Troubleshooting,Junior,1.2,High,2.59,46.59,3,Escalated
IT-1821,Marketing,Network Issue,Junior,0.4,Low,3.16,48.8,8,Resolved
IT-1822,Finance,Network Issue,Mid-Level,3.9,High,3.36,46.87,2,Escalated
IT-1823,HR,Cybersecurity,Mid-Level,4.0,Medium,3.69,42.88,6,Escalated
IT-1824,Engineering,Network Issue,Senior,7.7,High,1.91,65.63,3,Resolved
IT-1825,Sales,Hardware Repair,Mid-Level,4.2,Medium,2.26,56.4,6,Resolved
IT-1826,Engineering,Software Troubleshooting,Junior,1.7,Medium,2.44,41.28,6,Resolved
IT-1827,Finance,Cybersecurity,Mid-Level,4.9,Medium,3.78,35.55,7,Escalated
IT-1828,HR,Cybersecurity,Senior,7.5,High,2.28,57.46,3,Escalated
IT-1829,Sales,Network Issue,Senior,11.0,High,1.27,79.45,3,Resolved
IT-1830,Finance,Network Issue,Mid-Level,5.6,Medium,2.47,55.85,5,Escalated
IT-1831,Sales,Software Troubleshooting,Junior,0.8,Low,2.05,48.46,12,Escalated
IT-1832,HR,Cybersecurity,Junior,0.8,Medium,4.67,27.57,4,Escalated
IT-1833,Marketing,Asset Deployment,Mid-Level,4.0,High,1.4,58.53,2,Escalated
IT-1834,Marketing,Asset Deployment,Mid-Level,3.9,Medium,1.17,58.91,5,Escalated
IT-1835,Sales,Software Troubleshooting,Junior,1.1,Medium,1.0,61.93,6,Resolved
IT-1836,Sales,Hardware Repair,Senior,11.1,Medium,0.79,79.08,4,Resolved
IT-1837,Marketing,Asset Deployment,Senior,7.6,Medium,0.5,80.98,4,Resolved
IT-1838,Engineering,Hardware Repair,Senior,11.4,Low,0.5,86.29,9,Resolved
IT-1839,Finance,Hardware Repair,Senior,8.3,Low,1.6,71.91,15,Escalated
IT-1840,Sales,Software Troubleshooting,Senior,11.3,Low,1.52,76.42,9,Escalated
IT-1841,Sales,Software Troubleshooting,Junior,0.2,Low,1.86,51.56,9,Resolved
IT-1842,Engineering,Asset Deployment,Mid-Level,4.8,High,0.72,71.52,1,Escalated
IT-1843,Finance,Software Troubleshooting,Senior,8.9,High,0.54,78.4,3,Escalated
IT-1844,Sales,Cybersecurity,Junior,1.5,Medium,4.51,22.53,6,Escalated
IT-1845,Sales,Cybersecurity,Junior,0.7,Medium,6.01,15.37,5,Escalated
IT-1846,Marketing,Software Troubleshooting,Senior,7.3,Low,2.1,69.86,10,Resolved
IT-1847,Marketing,Cybersecurity,Senior,11.0,High,0.5,81.98,2,Resolved
IT-1848,Finance,Asset Deployment,Mid-Level,5.3,High,0.87,62.98,3,Resolved
IT-1849,Engineering,Hardware Repair,Mid-Level,4.7,Low,1.68,52.49,8,Resolved
IT-1850,Engineering,Hardware Repair,Senior,8.4,Medium,1.15,73.41,6,Escalated
IT-1851,HR,Asset Deployment,Junior,0.7,Medium,0.74,65.27,4,Escalated
IT-1852,Finance,Cybersecurity,Mid-Level,5.0,High,3.56,36.91,3,Resolved
IT-1853,Finance,Asset Deployment,Junior,0.4,High,1.04,59.16,1,Escalated
IT-1854,Finance,Cybersecurity,Junior,0.6,High,4.79,22.63,2,Resolved
IT-1855,Engineering,Cybersecurity,Junior,0.2,High,5.23,15.9,3,Escalated
IT-1856,HR,Cybersecurity,Mid-Level,5.0,High,3.48,38.93,2,Escalated
IT-1857,Marketing,Cybersecurity,Mid-Level,5.1,Low,2.27,69.84,12,Escalated
IT-1858,Marketing,Hardware Repair,Senior,7.5,Low,1.46,67.5,11,Resolved
IT-1859,Sales,Software Troubleshooting,Senior,7.3,Low,0.69,78.03,12,Escalated
IT-1860,Engineering,Hardware Repair,Junior,0.1,Medium,2.27,46.27,5,Resolved
IT-1861,Sales,Cybersecurity,Senior,10.1,High,3.17,58.76,1,Escalated
IT-1862,HR,Software Troubleshooting,Junior,1.0,Medium,1.37,57.96,4,Escalated
IT-1863,Finance,Network Issue,Mid-Level,3.9,Medium,3.46,48.77,6,Escalated
IT-1864,Sales,Cybersecurity,Senior,7.7,High,2.49,57.93,1,Resolved
IT-1865,Marketing,Software Troubleshooting,Junior,0.2,High,1.47,45.73,2,Escalated
IT-1866,Marketing,Network Issue,Junior,0.5,Medium,3.94,22.73,4,Escalated
IT-1867,Engineering,Software Troubleshooting,Senior,10.5,High,0.5,76.23,2,Escalated
IT-1868,Finance,Hardware Repair,Senior,7.4,Medium,1.54,55.81,6,Resolved
IT-1869,Marketing,Asset Deployment,Junior,0.8,Medium,1.63,60.04,6,Resolved
IT-1870,HR,Software Troubleshooting,Junior,0.4,Medium,2.31,43.16,5,Resolved
IT-1871,Finance,Asset Deployment,Junior,1.6,Medium,1.12,62.66,6,Resolved
IT-1872,Marketing,Asset Deployment,Senior,7.6,Low,0.52,77.47,13,Resolved
IT-1873,Finance,Software Troubleshooting,Senior,7.6,Low,0.89,75.6,9,Resolved
IT-1874,Finance,Cybersecurity,Mid-Level,5.6,Low,3.49,46.49,14,Resolved
IT-1875,HR,Asset Deployment,Junior,1.1,High,2.26,52.17,1,Resolved
IT-1876,Finance,Software Troubleshooting,Senior,11.1,Medium,1.28,77.53,5,Resolved
IT-1877,Engineering,Software Troubleshooting,Senior,7.5,Medium,0.57,77.16,6,Escalated
IT-1878,Sales,Network Issue,Senior,8.6,Medium,1.38,69.35,5,Escalated
IT-1879,Sales,Network Issue,Junior,0.0,Medium,3.47,37.37,6,Escalated
IT-1880,Engineering,Software Troubleshooting,Senior,9.6,Medium,0.5,86.7,7,Resolved
IT-1881,Sales,Software Troubleshooting,Mid-Level,5.8,Medium,1.51,72.75,5,Escalated
IT-1882,Engineering,Network Issue,Junior,0.7,Medium,3.75,29.83,4,Escalated
IT-1883,Sales,Asset Deployment,Senior,9.3,Medium,0.73,87.11,5,Resolved
IT-1884,HR,Cybersecurity,Senior,9.1,Medium,2.14,64.91,4,Resolved
IT-1885,Marketing,Hardware Repair,Mid-Level,5.5,High,1.53,61.63,3,Resolved
IT-1886,Marketing,Asset Deployment,Mid-Level,6.0,Medium,1.11,66.26,7,Resolved
IT-1887,Marketing,Cybersecurity,Junior,1.9,High,4.13,28.68,1,Escalated
IT-1888,Engineering,Cybersecurity,Junior,0.5,High,5.09,20.78,1,Escalated
IT-1889,Sales,Cybersecurity,Junior,0.7,Low,5.13,27.69,12,Resolved
IT-1890,HR,Network Issue,Senior,10.5,Medium,1.6,72.97,5,Resolved
IT-1891,HR,Cybersecurity,Junior,1.7,Medium,5.38,14.39,5,Escalated
IT-1892,Sales,Cybersecurity,Mid-Level,3.8,High,2.7,46.52,2,Escalated
IT-1893,Sales,Asset Deployment,Junior,1.6,Medium,1.59,57.23,5,Resolved
IT-1894,Marketing,Software Troubleshooting,Mid-Level,5.2,High,1.0,64.62,3,Resolved
IT-1895,HR,Network Issue,Senior,8.9,Medium,1.7,68.97,7,Resolved
IT-1896,Finance,Cybersecurity,Mid-Level,4.0,Medium,3.22,45.44,7,Escalated
IT-1897,Finance,Asset Deployment,Senior,10.6,Medium,1.21,75.99,6,Escalated
IT-1898,HR,Hardware Repair,Mid-Level,5.6,High,2.4,57.95,3,Resolved
IT-1899,Marketing,Asset Deployment,Senior,12.0,High,0.5,94.31,2,Resolved
IT-1900,Finance,Hardware Repair,Junior,0.1,High,4.25,23.31,1,Resolved
IT-1901,Sales,Asset Deployment,Junior,0.7,Low,1.87,48.73,11,Escalated
IT-1902,Marketing,Software Troubleshooting,Mid-Level,5.6,Low,0.6,69.99,15,Escalated
IT-1903,Engineering,Hardware Repair,Junior,1.3,High,2.76,45.83,2,Escalated
IT-1904,HR,Hardware Repair,Senior,10.1,Low,0.5,73.69,15,Escalated
IT-1905,Marketing,Software Troubleshooting,Senior,7.8,Medium,0.82,74.09,4,Escalated
IT-1906,Sales,Software Troubleshooting,Mid-Level,3.4,High,1.42,59.7,1,Resolved
IT-1907,HR,Asset Deployment,Mid-Level,6.0,Medium,0.5,79.74,6,Resolved
IT-1908,Engineering,Cybersecurity,Mid-Level,3.2,Medium,4.19,35.56,4,Escalated
IT-1909,Sales,Network Issue,Mid-Level,5.2,Medium,2.71,44.31,4,Escalated
IT-1910,Engineering,Network Issue,Senior,10.4,Medium,1.35,76.07,5,Escalated
IT-1911,Marketing,Cybersecurity,Junior,1.1,Medium,5.03,15.65,5,Escalated
IT-1912,Marketing,Network Issue,Junior,1.9,Medium,2.53,51.35,4,Resolved
IT-1913,Engineering,Network Issue,Mid-Level,4.5,Medium,2.71,44.75,4,Resolved
IT-1914,Finance,Asset Deployment,Junior,0.5,Medium,1.76,51.45,4,Resolved
IT-1915,HR,Hardware Repair,Mid-Level,3.5,Medium,2.98,41.04,6,Escalated
IT-1916,Sales,Asset Deployment,Senior,9.7,Medium,0.5,80.26,7,Escalated
IT-1917,Marketing,Network Issue,Junior,0.5,Low,4.39,21.55,14,Escalated
